,entity,to_search,snippet,address,coordinates,name_location,class,type
291,Mole,Mole Torino,"[""Tra i monumenti di Torino più noti anche all'estero sono da citare l'ottocentesca Mole Antonelliana, simbolo incontrastato della città, che ospita il Museo nazionale del Cinema (il principale d'Europa);"", ""Nel 1956 venne aperto il Museo nazionale del Cinema, dapprima ospitato a Palazzo Chiablese e poi, dal 2000, nell'imponente sede della Mole Antonelliana."", '*Dopo mezzanotte. La città viene mostrata in tutte le sue sfaccettature ed è inoltre possibile ammirare a fondo la Mole, sia internamente che esternamente.', ""*All'interno della Mole è ospitato il Museo nazionale del Cinema.""]","Molè, Vaie, Torino, Piemonte, 10055, Italia","{""coordinates"": [7.306693, 45.089271], ""type"": ""Point""}","Molè, Vaie, Torino, Piemonte, 10055, Italia",place,hamlet
292,Palazzo Saluzzo Paesana,Palazzo Saluzzo Paesana Torino,"['*Il divo. Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale ""Lorusso e Cutugno"", al Palazzo Civico e al Ponte Rossini.']","Palazzo Saluzzo di Paesana, Via Bligny, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.676808, 45.074715], ""type"": ""Point""}","Palazzo Saluzzo di Paesana, Via Bligny, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",building,yes
293,Palazzo Birago,Palazzo Birago Torino,"['*Il divo. Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale ""Lorusso e Cutugno"", al Palazzo Civico e al Ponte Rossini.']","Palazzo Birago di Borgaro, Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.685069, 45.066919], ""type"": ""Point""}","Palazzo Birago di Borgaro, Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,information
295,via Carlo Alberto,via Carlo Alberto Torino,"['*Il divo. Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale ""Lorusso e Cutugno"", al Palazzo Civico e al Ponte Rossini.']","Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.683242, 45.063854], ""type"": ""Point""}","Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,pedestrian
296,"Casa Circondariale ""Lorusso e Cutugno""","Casa Circondariale ""Lorusso e Cutugno"" Torino","['*Il divo. Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale ""Lorusso e Cutugno"", al Palazzo Civico e al Ponte Rossini.']","Casa circondariale Lorusso e Cutugno (Le Vallette), Via Maria Adelaide Aglietta, Vallette, Circoscrizione 5, Torino, Piemonte, 10146, Italia","{""coordinates"": [7.618904, 45.103432], ""type"": ""Point""}","Casa circondariale Lorusso e Cutugno (Le Vallette), Via Maria Adelaide Aglietta, Vallette, Circoscrizione 5, Torino, Piemonte, 10146, Italia",amenity,prison
297,Palazzo Civico,Palazzo Civico Torino,"['*Il divo. Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale ""Lorusso e Cutugno"", al Palazzo Civico e al Ponte Rossini.']","Palazzo Civico, Via Camillo Benso di Cavour, Vigone, Torino, Piemonte, 10067, Italia","{""coordinates"": [7.49451, 44.842216], ""type"": ""Point""}","Palazzo Civico, Via Camillo Benso di Cavour, Vigone, Torino, Piemonte, 10067, Italia",building,civic
298,Ponte Rossini,Ponte Rossini Torino,"['*Il divo. Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale ""Lorusso e Cutugno"", al Palazzo Civico e al Ponte Rossini.']","Ponte Gioachino Rossini, Rossini, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.694406, 45.074109], ""type"": ""Point""}","Ponte Gioachino Rossini, Rossini, Circoscrizione 7, Torino, Piemonte, 10124, Italia",highway,residential
299,via Palazzo di Città,via Palazzo di Città Torino,"['*Vincere. Il film è stato girato in diverse location torinesi, tra cui via Palazzo di Città, Galleria San Federico, l\'ex manicomio di Collegno e l\'ex cronicario denominato popolarmente ""Poveri Vecchi"".']","Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.684916, 45.071909], ""type"": ""Point""}","Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",highway,pedestrian
300,Galleria San Federico,Galleria San Federico Torino,"['*Vincere. Il film è stato girato in diverse location torinesi, tra cui via Palazzo di Città, Galleria San Federico, l\'ex manicomio di Collegno e l\'ex cronicario denominato popolarmente ""Poveri Vecchi"".']","Galleria San Federico, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.682509, 45.06862], ""type"": ""Point""}","Galleria San Federico, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,footway
302,Galleria Umberto I,Galleria Umberto I Torino,"['*Lazzaro felice. Nelle ultime settimane la regista ha girato la città focalizzando le riprese tra Galleria Umberto I, Porta Palazzo e la periferia nord.']","Galleria Umberto I, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.683036, 45.074593], ""type"": ""Point""}","Galleria Umberto I, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",highway,footway
304,PalaRuffini,PalaRuffini Torino,"['Il PalaRuffini, conosciuto anche come Palazzetto dello Sport;']","Palazzetto dello Sport Gianni Asti, Viale Burdin, Rione Lancia, Circoscrizione 3, Torino, Piemonte, 10141, Italia","{""coordinates"": [7.632421, 45.057686], ""type"": ""Point""}","Palazzetto dello Sport Gianni Asti, Viale Burdin, Rione Lancia, Circoscrizione 3, Torino, Piemonte, 10141, Italia",leisure,stadium
305,Palazzetto dello Sport,Palazzetto dello Sport Torino,"['*Il PalaRuffini, conosciuto anche come Palazzetto dello Sport;']","Palazzetto dello Sport, Via Luigi Burgo, Pescarito, San Mauro Torinese, Torino, Piemonte, 10099, Italia","{""coordinates"": [7.742028, 45.110522], ""type"": ""Point""}","Palazzetto dello Sport, Via Luigi Burgo, Pescarito, San Mauro Torinese, Torino, Piemonte, 10099, Italia",leisure,sports_centre
306,PalaStampa,PalaStampa Torino,"['*Il PalaTorino, già PalaStampa e Mazda Palace (chiuso dal 2011);']","Palastampa, Strada della Continassa, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia","{""coordinates"": [7.633924, 45.10806], ""type"": ""Point""}","Palastampa, Strada della Continassa, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia",building,yes
308,Palasport Olimpico,Palasport Olimpico Torino,"[""Il Palasport Olimpico, oggi PalaAlpitour per motivi di sponsorizzazione (detto anche PalaIsozaki dal nome del suo ideatore, l'architetto Arata Isozaki)."", '*Campionato mondiale di pallavolo maschile 2018, svoltosi nel Settembre 2018, nel quale la terza fase e la fase finale sono state disputate al Palasport Olimpico (PalaAlpitour o PalaIsozaki) di Torino.', ""Fra le strutture con una capienza superiore ai 10000 posti si citino l'Allianz Stadium, lo stadio Olimpico Grande Torino, il Palasport Olimpico e il PalaTorino;""]","PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.65235, 45.041716], ""type"": ""Point""}","PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia",amenity,events_venue
309,PalaAlpitour,PalaAlpitour Torino,"[""*Il Palasport Olimpico, oggi PalaAlpitour per motivi di sponsorizzazione (detto anche PalaIsozaki dal nome del suo ideatore, l'architetto Arata Isozaki)."", '*""EUROMINERALEXPO"": fiera dedicata a minerali, fossili, pietre preziose e bigiotteria, vero punto di riferimento per studiosi e appassionati di geologia, che si svolge a Torino da oltre cinquant\'anni, solitamente il primo fine settimana di Ottobre, ospitata nel corso degli anni in varie sedi, dal vecchio ""Palazzo a Vela"", al Lingotto Fiere, fino al PalaAlpitour.', '*Campionato mondiale di pallavolo maschile 2018, svoltosi nel Settembre 2018, nel quale la terza fase e la fase finale sono state disputate al Palasport Olimpico (PalaAlpitour o PalaIsozaki) di Torino.', ""*Eurovision Song Contest 2022 (10, 12 e 14 Maggio 2022): la Città di Torino ha ospitato l'Eurofestival presso il PalaOlimpico (PalaAlpitour o PalaIsozaki), in seguito alla vittoria dei Måneskin con Zitti e buoni nell'edizione precedente; è stata la terza edizione della manifestazione musicale a svolgersi in Italia, dopo le due edizioni del 1965 e del 1991.""]","PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.65235, 45.041716], ""type"": ""Point""}","PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia",amenity,events_venue
310,PalaIsozaki,PalaIsozaki Torino,"[""*Il Palasport Olimpico, oggi PalaAlpitour per motivi di sponsorizzazione (detto anche PalaIsozaki dal nome del suo ideatore, l'architetto Arata Isozaki)."", '*Campionato mondiale di pallavolo maschile 2018, svoltosi nel Settembre 2018, nel quale la terza fase e la fase finale sono state disputate al Palasport Olimpico (PalaAlpitour o PalaIsozaki) di Torino.', ""*Eurovision Song Contest 2022 (10, 12 e 14 Maggio 2022): la Città di Torino ha ospitato l'Eurofestival presso il PalaOlimpico (PalaAlpitour o PalaIsozaki), in seguito alla vittoria dei Måneskin con Zitti e buoni nell'edizione precedente; è stata la terza edizione della manifestazione musicale a svolgersi in Italia, dopo le due edizioni del 1965 e del 1991.""]","PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.65235, 45.041716], ""type"": ""Point""}","PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia",amenity,events_venue
311,Club Europa,Club Europa Torino,"['Club to Club: festival internazionale di musica e arti elettroniche che dal 2006 coinvolge, con la sezione ""Club Europa"", un\'importante città europea, con scambio di pubblico, artisti, iniziative;']","Sci club Sestriere, Via Europa, Sestriere, Torino, Piemonte, 10058, Italia","{""coordinates"": [6.877498, 44.9587], ""type"": ""Point""}","Sci club Sestriere, Via Europa, Sestriere, Torino, Piemonte, 10058, Italia",club,sport
312,Parco Dora,Parco Dora Torino,"['*Kappa FuturFestival: nato come evento artistico nel 2009, è, dal 2012, un festival di musica elettronica diurno che si svolge al Parco Dora.']","Parco Dora (area Valdocco nord A), Parco Dora (Spina 3), Circoscrizione 4, Torino, Piemonte, Italia","{""coordinates"": [7.673323, 45.088623], ""type"": ""Point""}","Parco Dora (area Valdocco nord A), Parco Dora (Spina 3), Circoscrizione 4, Torino, Piemonte, Italia",leisure,park
313,Cimitero monumentale di Torino,Cimitero monumentale di Torino,['*Simboli massonici sono presenti in molti palazzi e in alcune tombe del Cimitero monumentale di Torino.'],"Cimitero Monumentale, Corso Novara, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia","{""coordinates"": [7.702657, 45.077302], ""type"": ""Point""}","Cimitero Monumentale, Corso Novara, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia",highway,bus_stop
314,Chiesa della Gran Madre di Dio,Chiesa della Gran Madre di Dio Torino,"[""*Ai lati della scalinata che conduce all'ingresso della Chiesa della Gran Madre di Dio troviamo le due statue raffiguranti la Fede e la Religione, tra le quali si troverebbe il nascondiglio del Graal.""]","Chiesa della Gran Madre di Dio, Piazza Gran Madre di Dio, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.699147, 45.062385], ""type"": ""Point""}","Chiesa della Gran Madre di Dio, Piazza Gran Madre di Dio, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10124, Italia",amenity,place_of_worship
315,Fontana del Frejus,Fontana del Frejus Torino,"['La Fontana del Frejus di Piazza Statuto fu ideata dal conte Marcello Panissera per ricordare l\'inaugurazione dell\'omonimo traforo ed è indicata dagli esoteristi come il ""cuore nero"" della città, per due motivi:']","Funtan del Cantun, Traforo del Frejus, Grangia Gravière, Bardonecchia, Torino, Piemonte, 10052, Italia","{""coordinates"": [6.695031, 45.12562], ""type"": ""Point""}","Funtan del Cantun, Traforo del Frejus, Grangia Gravière, Bardonecchia, Torino, Piemonte, 10052, Italia",natural,spring
316,Via Cigna,Via Cigna Torino,"[""*Ospitava infatti il patibolo, che rimase per secoli in piazza Statuto e che venne poi spostato dai francesi all'incrocio tra corso Regina Margherita e Via Cigna:""]","Via Francesco Cigna, Valdocco, Circoscrizione 7, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.676598, 45.07958], ""type"": ""Point""}","Via Francesco Cigna, Valdocco, Circoscrizione 7, Torino, Piemonte, 10122, Italia",highway,tertiary
318,Palazzo a Vela,Palazzo a Vela Torino,"['""EUROMINERALEXPO"": fiera dedicata a minerali, fossili, pietre preziose e bigiotteria, vero punto di riferimento per studiosi e appassionati di geologia, che si svolge a Torino da oltre cinquant\'anni, solitamente il primo fine settimana di Ottobre, ospitata nel corso degli anni in varie sedi, dal vecchio ""Palazzo a Vela"", al Lingotto Fiere, fino al PalaAlpitour.']","Palavela, 145, Via Ventimiglia, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia","{""coordinates"": [7.669176, 45.023395], ""type"": ""Point""}","Palavela, 145, Via Ventimiglia, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia",leisure,ice_rink
319,Lingotto Fiere,Lingotto Fiere Torino,"['*""EUROMINERALEXPO"": fiera dedicata a minerali, fossili, pietre preziose e bigiotteria, vero punto di riferimento per studiosi e appassionati di geologia, che si svolge a Torino da oltre cinquant\'anni, solitamente il primo fine settimana di Ottobre, ospitata nel corso degli anni in varie sedi, dal vecchio ""Palazzo a Vela"", al Lingotto Fiere, fino al PalaAlpitour.', '*""Torino Comics"": salone e mostra Mercato del fumetto, nata nel 1994, che si svolge in primavera al Lingotto Fiere di Torino.', '*Torino 2008 World Design Capital: la città nel 2008 è stata la prima ""capitale mondiale del design"". Il titolo, conferito a Copenaghen dall\'ICSID (International Council of Societies of Industrial Design), è stato creato appositamente per la Città di Torino per riconosciuti meriti e competenze presenti sul territorio. Contemporaneamente a tale occasione, dal 30 giugno al 2 luglio, al Lingotto Fiere si è svolto il ""XXIII congresso mondiale degli architetti"", accompagnato dalla mostra ""Architetture sensibili"", inaugurata il 26 luglio nel Castello di Rivara.']","Lingotto Fiere, Via Nizza, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10126, Italia","{""coordinates"": [7.666606, 45.031235], ""type"": ""Point""}","Lingotto Fiere, Via Nizza, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10126, Italia",amenity,bicycle_rental
320,Lingotto,Lingotto Torino,"['*Lingotto ;', 'Cimitero del Lingotto: era sito in via Passo Buole, circa a metà Strada fra le vie Pio VII e corso Unione Sovietica. Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal Parco Di Vittorio.', '*Auditorium ""Gianni Agnelli"" del Lingotto ;', ""*Ispirandosi sempre a questo film, nell'episodio La zingara di Budapest della serie TV MacGyver, fu riprodotto il famoso inseguimento nel traffico torinese, rifacendo alcune scene ed utilizzando anche scene della pellicola originale, come l'inseguimento sulla pista di collaudo automobilistico sita sul tetto dell'ex stabilimento FIAT del Lingotto."", ""Inoltre, notevole rilevanza è rivestita dalle stagioni annuali dell'Unione Musicale e di Lingotto Musica, che vantano numerose collaborazioni con prestigiosi solisti e orchestre internazionali."", '""EUROMINERALEXPO"": fiera dedicata a minerali, fossili, pietre preziose e bigiotteria, vero punto di riferimento per studiosi e appassionati di geologia, che si svolge a Torino da oltre cinquant\'anni, solitamente il primo fine settimana di Ottobre, ospitata nel corso degli anni in varie sedi, dal vecchio ""Palazzo a Vela"", al Lingotto Fiere, fino al PalaAlpitour.', '*""ARTissima"": fiera dedicata all\'arte contemporanea che si tiene al Lingotto verso novembre.', '*""Salone internazionale del libro"": fiera dell\'editoria in Italia, che si tiene ogni maggio al Lingotto.', '*""Festival internazionale Terra Madre"": festival biennale fondato nel 2004 da Slow Food presso l\'Oval Lingotto sui temi dei modelli di produzione agro-alimentare sostenibili e della salvaguardia della biodiversità, della qualità organolettica ma anche del rispetto dell\'ambiente e delle persone. Al Lingotto, in contemporanea, si svolgono il ""Salone internazionale del gusto"" e il ""Salone del vino"".', '""Torino Comics"": salone e mostra Mercato del fumetto, nata nel 1994, che si svolge in primavera al Lingotto Fiere di Torino.', ""Campionato mondiale di scherma 2006 svoltosi dal 30 settembre al 7 ottobre 2006 all'interno dell'Oval Lingotto."", 'Torino 2008 World Design Capital: la città nel 2008 è stata la prima ""capitale mondiale del design"". Il titolo, conferito a Copenaghen dall\'ICSID (International Council of Societies of Industrial Design), è stato creato appositamente per la Città di Torino per riconosciuti meriti e competenze presenti sul territorio. Contemporaneamente a tale occasione, dal 30 giugno al 2 luglio, al Lingotto Fiere si è svolto il ""XXIII congresso mondiale degli architetti"", accompagnato dalla mostra ""Architetture sensibili"", inaugurata il 26 luglio nel Castello di Rivara.', 'Circoscrizione VIII: San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia .']","Lingotto, Via Nizza, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10126, Italia","{""coordinates"": [7.666883, 45.031404], ""type"": ""Point""}","Lingotto, Via Nizza, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10126, Italia",railway,station
321,Museo di Scienze Naturali,Museo di Scienze Naturali Torino,['*Share Festival: evento internazionale di arti e culture digitali che si tiene a novembre al Museo di Scienze Naturali.'],"Museo Regionale di Scienze Naturali, 36, Via Giovanni Giolitti, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.688691, 45.064629], ""type"": ""Point""}","Museo Regionale di Scienze Naturali, 36, Via Giovanni Giolitti, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,museum
324,"Centro Congressi ""Torino Incontra""","Centro Congressi ""Torino Incontra""","['*""VIEW Conference"": evento internazionale incentrato sulla computer grafica, le tecniche interattive, il Cinema digitale, l\'animazione 2D/3D, i videogiochi e gli effetti visivi. Si tiene ogni anno al Centro Congressi ""Torino Incontra"" durante la stagione autunnale.']","Centro Congressi Torino Incontra, 8, Via Nino Costa, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.686438, 45.0652], ""type"": ""Point""}","Centro Congressi Torino Incontra, 8, Via Nino Costa, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",place,house
325,Cinema Massimo,Cinema Massimo Torino,"['*VIEWFest.: il Festival del Cinema Digitale organizzato da VIEW Conference, si svolge annualmente al Cinema Massimo.']","Cinema Massimo, Via Montebello, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.692378, 45.068098], ""type"": ""Point""}","Cinema Massimo, Via Montebello, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",amenity,cinema
327,Duomo di Torino,Duomo di Torino,['*Ostensione della Sindone del 1998 per celebrare il centenario della prima fotografia della reliquia e il cinquecentenario del Duomo di Torino.'],"Duomo, Via Venti Settembre, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.683976, 45.072436], ""type"": ""Point""}","Duomo, Via Venti Settembre, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,bar
328,Oval Lingotto,Oval Lingotto Torino,"['""Festival internazionale Terra Madre"": festival biennale fondato nel 2004 da Slow Food presso l\'Oval Lingotto sui temi dei modelli di produzione agro-alimentare sostenibili e della salvaguardia della biodiversità, della qualità organolettica ma anche del rispetto dell\'ambiente e delle persone. Al Lingotto, in contemporanea, si svolgono il ""Salone internazionale del gusto"" e il ""Salone del vino"".', ""*Campionato mondiale di scherma 2006 svoltosi dal 30 settembre al 7 ottobre 2006 all'interno dell'Oval Lingotto.""]","Oval Lingotto, Sottopassaggio del Lingotto, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.659894, 45.027373], ""type"": ""Point""}","Oval Lingotto, Sottopassaggio del Lingotto, Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10134, Italia",amenity,exhibition_centre
330,Castello di Rivara,Castello di Rivara Torino,"['*Torino 2008 World Design Capital: la città nel 2008 è stata la prima ""capitale mondiale del design"". Il titolo, conferito a Copenaghen dall\'ICSID (International Council of Societies of Industrial Design), è stato creato appositamente per la Città di Torino per riconosciuti meriti e competenze presenti sul territorio. Contemporaneamente a tale occasione, dal 30 giugno al 2 luglio, al Lingotto Fiere si è svolto il ""XXIII congresso mondiale degli architetti"", accompagnato dalla mostra ""Architetture sensibili"", inaugurata il 26 luglio nel Castello di Rivara.']","Strada del Castello, Rivara, Torino, Piemonte, 10084, Italia","{""coordinates"": [7.626747, 45.334646], ""type"": ""Point""}","Strada del Castello, Rivara, Torino, Piemonte, 10084, Italia",highway,service
331,PalaVela,PalaVela Torino,"[""*Torino 2010 ISU World Figure Skating Championships: Campionati mondiali di pattinaggio di figura 2010, 100ª edizione, tenutisi a Torino dal 22 al 28 marzo 2010 all'interno del PalaVela."", 'Altri impianti con capacità molto vicine a questi numeri sono lo stadio Primo Nebiolo ed il PalaVela.']","Palavela, 145, Via Ventimiglia, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia","{""coordinates"": [7.669176, 45.023395], ""type"": ""Point""}","Palavela, 145, Via Ventimiglia, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia",leisure,ice_rink
332,Officine Grandi Riparazioni,Officine Grandi Riparazioni Torino,"['*""Esperienza Italia 150"": serie di eventi e di iniziative, svoltesi a Torino per nove mesi a partire dal 17 Marzo 2011 fino a fine anno, per commemorare i 150 anni dell\'Unità d\'Italia, attraverso mostre tematiche allestite alle Officine Grandi Riparazioni e alla Reggia di Venaria Reale.']","Officine Grandi Riparazioni, Corso Castelfidardo, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10138, Italia","{""coordinates"": [7.660799, 45.066565], ""type"": ""Point""}","Officine Grandi Riparazioni, Corso Castelfidardo, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10138, Italia",historic,building
333,Reggia di Venaria Reale,Reggia di Venaria Reale Torino,"['""Esperienza Italia 150"": serie di eventi e di iniziative, svoltesi a Torino per nove mesi a partire dal 17 Marzo 2011 fino a fine anno, per commemorare i 150 anni dell\'Unità d\'Italia, attraverso mostre tematiche allestite alle Officine Grandi Riparazioni e alla Reggia di Venaria Reale.']","Book Shop, Piazza della Repubblica, Altessano, Venaria Reale, Torino, Piemonte, 10078, Italia","{""coordinates"": [7.624784, 45.134069], ""type"": ""Point""}","Book Shop, Piazza della Repubblica, Altessano, Venaria Reale, Torino, Piemonte, 10078, Italia",shop,books
334,Juventus Stadium,Juventus Stadium Torino,['*Finale della UEFA Europa League 2013-2014 disputatasi allo Juventus Stadium il 14 Maggio 2014 tra il Sevilla Fútbol Club e il Benfica.'],"Allianz Stadium, Via Druento, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia","{""coordinates"": [7.6421, 45.109659], ""type"": ""Point""}","Allianz Stadium, Via Druento, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia",tourism,attraction
335,Allianz Stadium,Allianz Stadium Torino,"[""*UEFA Nations League 2020-2021, dove una semifinale e la finale per il terzo e quarto posto sono state giocate all'Allianz Stadium di Torino, rispettivamente il 7 e il 10 Ottobre 2021."", ""Fra le strutture con una capienza superiore ai 10000 posti si citino l'Allianz Stadium, lo stadio Olimpico Grande Torino, il Palasport Olimpico e il PalaTorino;""]","Allianz Stadium, Via Druento, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia","{""coordinates"": [7.6421, 45.109659], ""type"": ""Point""}","Allianz Stadium, Via Druento, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia",tourism,attraction
337,Santa Rita - Mirafiori Nord - Mirafiori Sud,Santa Rita - Mirafiori Nord - Mirafiori Sud Torino,['*Circoscrizione II: Santa Rita - Mirafiori Nord - Mirafiori Sud ;'],"AGESCI Torino 34, 117, Via Paolo Sarpi, Borgo Cina, Circoscrizione 2, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.643118, 45.031658], ""type"": ""Point""}","AGESCI Torino 34, 117, Via Paolo Sarpi, Borgo Cina, Circoscrizione 2, Torino, Piemonte, 10134, Italia",office,association
344,Mirafiori,Mirafiori Torino,"['Cimitero di Mirafiori: piccolo Cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino ;', 'Mirafiori Lunapark. Una cartolina poetica della chiusura dello stabilimento Fiat di Mirafiori.', 'Circoscrizione II: Santa Rita - Mirafiori Nord - Mirafiori Sud ;', ""*A Grugliasco vengono prodotte Ghibli e Quattroporte, mentre nello stabilimento di Mirafiori viene prodotta, dall'inizio del 2016, la nuova Maserati Levante."", ""*Un'altra operazione importante è stata la riconversione di una parte della superficie occupata dalla fabbrica di Mirafiori, sostenuta dal progetto Torino Nuova Economia che, anche grazie alla collaborazione con il Politecnico, ospita il Centro del design."", ""*Torino Mirafiori - Il primo scalo aereo della città fu quello di Mirafiori, costruito per scopi militari e inaugurato nel 1911. L'Aeroporto, a causa dei forti danni strutturali subiti durante i bombardamenti della seconda guerra mondiale, venne dismesso nel 1947 e l'area venne data in gestione al CNR fino all'anno 1976, quando venne convertita a Parco pubblico intitolato a Gustavo Colonnetti.""]","Mirafiori, Via Giovanni Falcone, Fornaci, Beinasco, Torino, Piemonte, 10092, Italia","{""coordinates"": [7.591655, 45.023118], ""type"": ""Point""}","Mirafiori, Via Giovanni Falcone, Fornaci, Beinasco, Torino, Piemonte, 10092, Italia",highway,bus_stop
