regione Piemonte,"Regione Piemonte, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",emergency,defibrillator,0.2101,"/toˈrino/ , ; Turin in piemontese [tyˈriŋ] , ) è un comune italiano di 844 056 abitanti (al 31 agosto 2022), quarto comune italiano per popolazione e capoluogo della regione Piemonte e dell'omonima città metropolitana. Cuore di un'area metropolitana che conta circa 1,7 milioni di abitanti, Torino è il terzo complesso economico-produttivo del Paese (insieme a Milano e Genova componeva il triangolo industriale negli anni del boom economico) e costituisce uno dei maggiori poli universitari, artistici, turistici, scientifici e culturali d'Italia."
Mole Antonelliana,"Mole Antonelliana, Via Alessandro Riberi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",tourism,viewpoint,0.2001,"Da qualche tempo vi sono in città dei tour operator che organizzano anche visite guidate sui misteri di Torino. Per gli esoteristi la magia positiva di Torino nasce dal ""cuore bianco"" di piazza Castello, dal Duomo che custodisce la Sacra Sindone alla Gran Madre di Dio e fino alla Mole Antonelliana, che indica il cielo. Ai lati della scalinata che conduce all'ingresso della chiesa della Gran Madre di Dio troviamo le due statue raffiguranti la Fede e la Religione, tra le quali si troverebbe il nascondiglio del Graal."
Galleria Subalpina,"Galleria dell'Industria Subalpina, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,footway,0.4031303339921358,"entrambi hanno cessato la loro attività nel 2013. Sono nati a Torino il primo cinema d'essai italiano (il Romano nella Galleria Subalpina, nel 1971), la principale associazione cinematografica nazionale (l'Aiace Torino) e la prima multisala del Paese (l'Eliseo, nel 1983). Nel 2007 è stata fondata a Torino la casa di distribuzione cinematografica italiana Movies Inspired, con sede legale (dal 2014) nello storico Cinema Classico (già Impero - Vittorio Veneto - Empire )."
Eliseo,"Eliseo, 64, Via Torino, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",amenity,cinema,0.11010000000000002,"entrambi hanno cessato la loro attività nel 2013. Sono nati a Torino il primo cinema d'essai italiano (il Romano nella Galleria Subalpina, nel 1971), la principale associazione cinematografica nazionale (l'Aiace Torino) e la prima multisala del Paese (l'Eliseo, nel 1983). Nel 2007 è stata fondata a Torino la casa di distribuzione cinematografica italiana Movies Inspired, con sede legale (dal 2014) nello storico Cinema Classico (già Impero - Vittorio Veneto - Empire )."
Cinema Classico,"Classico, 5, Piazza Vittorio Veneto, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",amenity,cinema,0.11010000000000002,"Sono nati a Torino il primo cinema d'essai italiano (il Romano nella Galleria Subalpina, nel 1971), la principale associazione cinematografica nazionale (l'Aiace Torino) e la prima multisala del Paese (l'Eliseo, nel 1983). Nel 2007 è stata fondata a Torino la casa di distribuzione cinematografica italiana Movies Inspired, con sede legale (dal 2014) nello storico Cinema Classico (già Impero - Vittorio Veneto - Empire ). A San Giusto Canavese è presente un importante centro di produzione cine-televisiva i Telecittà Studios, mentre a Torino c'è il Cineporto una struttura riservata alle società di produzioni cinematografiche che vengono in città a girare film."
Cineporto,"Cineporto, 500, Avenida Leovigildo Dias Vieira, Jardim Paula Nobre, Itaguá, Ubatuba, Região Imediata de Caraguatatuba-Ubatuba-São Sebastião, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, 11680-000, Brasil",amenity,cinema,0.11010000000000002,"Nel 2007 è stata fondata a Torino la casa di distribuzione cinematografica italiana Movies Inspired, con sede legale (dal 2014) nello storico Cinema Classico (già Impero - Vittorio Veneto - Empire ). A San Giusto Canavese è presente un importante centro di produzione cine-televisiva i Telecittà Studios, mentre a Torino c'è il Cineporto una struttura riservata alle società di produzioni cinematografiche che vengono in città a girare film. Citazioni cinematografiche Guerra e Pace ."
Cineporto,"Cineporto, 500, Avenida Leovigildo Dias Vieira, Jardim Paula Nobre, Itaguá, Ubatuba, Região Imediata de Caraguatatuba-Ubatuba-São Sebastião, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, 11680-000, Brasil",amenity,cinema,0.11010000000000002,"All'interno della Mole è ospitato il Museo nazionale del cinema. Nel capoluogo sabaudo è inoltre attivo il Cineporto, una struttura polifunzionale dedicata alle produzioni cinematografiche unica in Italia. Nel 2016 è stata classificata da GaWC come una città mondiale ""Gamma""."
Aeroporto di Torino-Caselle,"Caselle (str. Aeroporto 36), Strada Aeroporto, Caselle Torinese, Torino, Piemonte, 10072, Italia",highway,bus_stop,0.31010000000000004,Un colpo all'italiana . Un gruppo di ladri inglesi arriva a Torino a bordo di tre Mini Cooper per organizzare una rapina ai danni di un convoglio che trasporta i ricavi della FIAT dall'Aeroporto di Torino-Caselle fino alla città. Profondo Rosso.
Aeroporto di Torino-Caselle,"Caselle (str. Aeroporto 36), Strada Aeroporto, Caselle Torinese, Torino, Piemonte, 10072, Italia",highway,bus_stop,0.31010000000000004,"Attualmente la città di Torino dispone di uno scalo aereo internazionale: l'Aeroporto di Torino-Caselle, un aeroporto di medie dimensioni (200-300 ettari, 1-5 milioni di passeggeri all'anno) inaugurato nel 1953. È presente anche l'Aeroporto di Torino-Cuneo, in provincia di Cuneo, che fa riferimento al capoluogo piemontese come secondo aeroporto del Piemonte."
Piazza Statuto,"Piazza Statuto, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia",highway,residential,0.4652698587495282,"Un poliziesco interamente girato a Torino. Sono numerosi i luoghi riconoscibili della città, come Piazza Statuto, Piazza Cavour e Corso Francia. American Gigolò ."
Piazza Statuto,"Piazza Statuto, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia",highway,residential,0.4652698587495282,"il rondò 'd la forca (Rotonda della forca). La tradizione racconta che l'angelo che sovrasta l'obelisco, e sul cui capo è posta una stella a cinque punte, sia Lucifero, in effetti l'angelo più bello, e che quindi in Piazza Statuto, sotto la Fontana del Frejus, si trovi la porta dell'inferno. Dal 1998 esistono tour notturni ispirati alle tradizioni letterarie che hanno fatto di Torino una città magica;"
Piazza Cavour,"Piazza Cavour, Livorno, Toscana, Italia",highway,pedestrian,0.41164487082682943,"Un poliziesco interamente girato a Torino. Sono numerosi i luoghi riconoscibili della città, come Piazza Statuto, Piazza Cavour e Corso Francia. American Gigolò ."
American Gigolò,"American Gigolo - Birreria Pub, Via del Lavoro, Bussolengo, Verona, Veneto, 37012, Italia",amenity,pub,0.10010000000000001,"Sono numerosi i luoghi riconoscibili della città, come Piazza Statuto, Piazza Cavour e Corso Francia. American Gigolò . La città viene citata nel film."
Teatro Regio,"Teatro Regio, Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.6445110130745724,"I protagonisti Holly e David si incontrano per la prima volta al Metropolitan Opera di New York mentre è in scena il Manon Lescaut di Giacomo Puccini. Le scene all’interno del teatro, però, sono state girate al Teatro Regio di Torino. A che punto è la notte ."
Teatro Regio,"Teatro Regio, Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.6445110130745724,"Soap opera. Cuori rubati CentoVetrine (dal 2007 in numerosi cambi di scene si possono osservare i principali monumenti della città) Vivere Il bene e il male Elisa di Rivombrosa L'ente lirico di Torino è il Teatro Regio, mentre la principale orchestra sinfonica cittadina è l'Orchestra sinfonica nazionale della RAI, che si esibisce all'Auditorium della RAI. Nell'ambito della musica classica sono attive anche l'Orchestra Filarmonica di Torino, la Filarmonica del Regio e l'Accademia Musicale Stefano Tempia, specializzata nel repertorio barocco."
Palazzo Saluzzo Paesana,"Palazzo Saluzzo di Paesana, Via Bligny, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",building,yes,0.44778803910650133,"Il divo . Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale “Lorusso e Cutugno”, al Palazzo Civico e al Ponte Rossini. Vincere ."
Palazzo Birago di Borgaro,"Palazzo Birago di Borgaro, Via Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,information,0.4001,"Il divo . Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale “Lorusso e Cutugno”, al Palazzo Civico e al Ponte Rossini. Vincere ."
Casa Circondariale “Lorusso,"Casa Circondariale di Torino ""Lorusso e Cotugno"", 35, Via Maria Adelaide Aglietta, Vallette, Circoscrizione 5, Torino, Piemonte, 10151, Italia",place,house,0.30010000000000003,"Il divo . Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale “Lorusso e Cutugno”, al Palazzo Civico e al Ponte Rossini. Vincere ."
Palazzo Civico,"Palazzo Civico, Via Camillo Benso di Cavour, Vigone, Torino, Piemonte, 10067, Italia",building,civic,0.2001,"Il divo . Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale “Lorusso e Cutugno”, al Palazzo Civico e al Ponte Rossini. Vincere ."
Ponte Rossini,"Rossini, Leopold-Wedl-Weg, Amras, Innsbruck, Tirol, 6020, Österreich",amenity,cafe,0.11010000000000002,"Il divo . Le riprese sono state effettuate a Palazzo Saluzzo Paesana, a Palazzo Birago di Borgaro, a Palazzo dei Draghi, in via Carlo Alberto, nella Casa Circondariale “Lorusso e Cutugno”, al Palazzo Civico e al Ponte Rossini. Vincere ."
Galleria San Federico,"Galleria San Federico, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,footway,0.5618449554900855,"Vincere . Il film è stato girato in diverse location torinesi, tra cui via Palazzo di Città, Galleria San Federico, l’ex manicomio di Collegno e l’ex “Poveri Vecchi”. La solitudine dei numeri primi ."
Vivere,"Vivere, 30, Via Gobbi, Varignano, Arco, Comunità Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia",tourism,guest_house,0.11010000000000002,"Soap opera. Cuori rubati CentoVetrine (dal 2007 in numerosi cambi di scene si possono osservare i principali monumenti della città) Vivere Il bene e il male Elisa di Rivombrosa L'ente lirico di Torino è il Teatro Regio, mentre la principale orchestra sinfonica cittadina è l'Orchestra sinfonica nazionale della RAI, che si esibisce all'Auditorium della RAI. Nell'ambito della musica classica sono attive anche l'Orchestra Filarmonica di Torino, la Filarmonica del Regio e l'Accademia Musicale Stefano Tempia, specializzata nel repertorio barocco."
Filarmonica del Regio,"Sede Filarmônica de Cruzeta, Rua Doutor José Augusto Bezerra de Medeiros, Cruzeta, Região Geográfica Imediata de Caicó, Região Geográfica Intermediária de Caicó, Rio Grande do Norte, Região Nordeste, 59375-000, Brasil",tourism,artwork,0.0001,"Cuori rubati CentoVetrine (dal 2007 in numerosi cambi di scene si possono osservare i principali monumenti della città) Vivere Il bene e il male Elisa di Rivombrosa L'ente lirico di Torino è il Teatro Regio, mentre la principale orchestra sinfonica cittadina è l'Orchestra sinfonica nazionale della RAI, che si esibisce all'Auditorium della RAI. Nell'ambito della musica classica sono attive anche l'Orchestra Filarmonica di Torino, la Filarmonica del Regio e l'Accademia Musicale Stefano Tempia, specializzata nel repertorio barocco. Inoltre, notevole rilevanza è rivestita dalle stagioni annuali dell'Unione Musicale e di Lingotto Musica, che vantano numerose collaborazioni con prestigiosi solisti e orchestre internazionali."
Unione Musicale,"Banda Musicale Vallo T.se, Via Risorgimento, Case Galinverno, Vallo Torinese, Unione Montana di Comuni delle Valli di Lanzo, Ceronda e Casternone, Torino, Piemonte, 10074, Italia",building,public,0.2001,"Nell'ambito della musica classica sono attive anche l'Orchestra Filarmonica di Torino, la Filarmonica del Regio e l'Accademia Musicale Stefano Tempia, specializzata nel repertorio barocco. Inoltre, notevole rilevanza è rivestita dalle stagioni annuali dell'Unione Musicale e di Lingotto Musica, che vantano numerose collaborazioni con prestigiosi solisti e orchestre internazionali. A Torino vi è una ricca offerta musicale."
Palasport Olimpico,"PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia",amenity,events_venue,0.5892306665300389,"il PalaTorino, già PalaStampa e Mazda Palace (chiuso dal 2011); il Palasport Olimpico, oggi PalaAlpitour per motivi di sponsorizzazione (detto anche PalaIsozaki dal nome del suo ideatore, l'architetto Arata Isozaki). Inoltre vi si svolgono cinque eventi periodici annui:"
Palasport Olimpico,"PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia",amenity,events_venue,0.5892306665300389,"Climathon 2018 ( main stage ). Campionato mondiale di pallavolo maschile 2018, svoltosi nel Settembre 2018, nel quale la terza fase e la fase finale sono state disputate al Palasport Olimpico (PalaAlpitour o PalaIsozaki) di Torino. UEFA Nations League 2020-2021, dove una semifinale e la finale per il terzo e quarto posto sono state giocate all'Allianz Stadium di Torino, rispettivamente il 7 e il 10 Ottobre 2021."
Palasport Olimpico,"PalaAlpitour - Palasport Olimpico, Piazzale Grande Torino, Piazza d'Armi, Circoscrizione 2, Torino, Piemonte, 10134, Italia",amenity,events_venue,0.5892306665300389,"Grazie alla solida tradizione sportiva della città, Torino dispone di impianti sportivi e di intrattenimento all'avanguardia, parco implementato grazie all'assegnazione della sede ospitante i XX Giochi Olimpici Invernali. Fra le strutture con una capienza superiore ai 10000 posti si citino l'Allianz Stadium, lo stadio Olimpico Grande Torino, il Palasport Olimpico e il PalaTorino; altri impianti con capacità molto vicine a questi numeri sono lo stadio Primo Nebiolo ed il PalaVela."
Parco Dora.,"Parco Dora (area Valdocco nord A), Parco Dora (Spina 3), Circoscrizione 4, Torino, Piemonte, Italia",leisure,park,0.35000000000000003,"Kappa FuturFestival: nato come evento artistico nel 2009, è, dal 2012, un festival di musica elettronica diurno che si svolge al Parco Dora. Reload Music Festival ."
COVID-19,"COVID-19, Schmidhofgasse, Hochschulen, Kreis 1, Zürich, Bezirk Zürich, Zürich, 8001, Schweiz/Suisse/Svizzera/Svizra",healthcare,laboratory,0.2001,"festival di musica EDM che si svolge dal 2015 ogni anno tra febbraio e marzo. L'edizione 2020 è stata annullata a causa della pandemia del COVID-19. Torino è l'unica città italiana, oltre a Napoli, citata nel titolo di una canzone americana con il nome non tradotto:"
stazione di Torino,"Stazione, Via Martiri della Libertà, Moncalieri, Torino, Piemonte, 10024, Italia",highway,bus_stop,0.2101,"Torino è l'unica città italiana, oltre a Napoli, citata nel titolo di una canzone americana con il nome non tradotto: per la precisione, il cantautore texano Shawn Phillips nel suo album del 1970 Second Contribution apre il lato A con un brano dal titolo lunghissimo, She was waitin' for her mother at the Station in Torino and you know I love you baby but it's getting too heavy to laugh (""Stava aspettando sua madre alla stazione di Torino e tu sai che ti amo tesoro ma sta diventando troppo pesante per ridere""). Anche il dj austriaco Parov Stelar ha intitolato un suo brano col nome della città in italiano:"
Simboli,"Simboli, Fiļipovci, Krāslavas novads, Latgale, LV-5664, Latvija",building,yes,0.11010000000000002,"Libertà di pensiero ed un certo spirito anticlericale furono poi rinfocolati, dopo l'Unità d'Italia, dal progressismo positivistico e dal nascente movimento operaio. Simboli massonici sono presenti in molti palazzi e in alcune tombe del Cimitero monumentale di Torino. Da qualche tempo vi sono in città dei tour operator che organizzano anche visite guidate sui misteri di Torino."
Cimitero monumentale di Torino,"Cimitero Monumentale, Corso Novara, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia",highway,bus_stop,0.31010000000000004,"Libertà di pensiero ed un certo spirito anticlericale furono poi rinfocolati, dopo l'Unità d'Italia, dal progressismo positivistico e dal nascente movimento operaio. Simboli massonici sono presenti in molti palazzi e in alcune tombe del Cimitero monumentale di Torino. Da qualche tempo vi sono in città dei tour operator che organizzano anche visite guidate sui misteri di Torino."
piazza Castello,"Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, Italia",place,square,0.5224057754348258,"Da qualche tempo vi sono in città dei tour operator che organizzano anche visite guidate sui misteri di Torino. Per gli esoteristi la magia positiva di Torino nasce dal ""cuore bianco"" di piazza Castello, dal Duomo che custodisce la Sacra Sindone alla Gran Madre di Dio e fino alla Mole Antonelliana, che indica il cielo. Ai lati della scalinata che conduce all'ingresso della chiesa della Gran Madre di Dio troviamo le due statue raffiguranti la Fede e la Religione, tra le quali si troverebbe il nascondiglio del Graal."
Gran Madre di Dio,"Gran Madre di Dio, Via Liguria, Grottammare, Ascoli Piceno, Marche, 63066, Italia",amenity,place_of_worship,0.4001,"Da qualche tempo vi sono in città dei tour operator che organizzano anche visite guidate sui misteri di Torino. Per gli esoteristi la magia positiva di Torino nasce dal ""cuore bianco"" di piazza Castello, dal Duomo che custodisce la Sacra Sindone alla Gran Madre di Dio e fino alla Mole Antonelliana, che indica il cielo. Ai lati della scalinata che conduce all'ingresso della chiesa della Gran Madre di Dio troviamo le due statue raffiguranti la Fede e la Religione, tra le quali si troverebbe il nascondiglio del Graal."
Fontana del Frejus di,"Piazza della Repubblica, Borgo dei Franchi, Susa, Torino, Piemonte, 10059, Italia",amenity,fountain,0.10010000000000001,"Ai lati della scalinata che conduce all'ingresso della chiesa della Gran Madre di Dio troviamo le due statue raffiguranti la Fede e la Religione, tra le quali si troverebbe il nascondiglio del Graal. La Fontana del Frejus di Piazza Statuto fu ideata dal conte Marcello Panissera per ricordare l'inaugurazione dell'omonimo traforo ed è indicata dagli esoteristi come il ""cuore nero"" della città, per due motivi: perché si trova ad occidente, e quindi in posizione infausta a causa del tramonto del sole, e perché qui vi era la vallis occisorum , luogo di uccisione e di sepoltura."
Fontana del Frejus,"Fontana del Merdarello, Frazione Losa, Losa, Gravere, Torino, Piemonte, 10059, Italia",natural,spring,0.2001,"il rondò 'd la forca (Rotonda della forca). La tradizione racconta che l'angelo che sovrasta l'obelisco, e sul cui capo è posta una stella a cinque punte, sia Lucifero, in effetti l'angelo più bello, e che quindi in Piazza Statuto, sotto la Fontana del Frejus, si trovi la porta dell'inferno. Dal 1998 esistono tour notturni ispirati alle tradizioni letterarie che hanno fatto di Torino una città magica;"
Museo di Scienze,"Museo nazionale del Risorgimento italiano, 5, Via Accademia delle Scienze, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,museum,0.47453211150644176,"Share Festival : evento internazionale di arti e culture digitali che si tiene a novembre al Museo di Scienze Naturali. ""Festival internazionale Terra Madre"":"
Centro Congressi,"Centro Congressi, Via Valtiglione, Repergo, Isola d'Asti, Asti, Piemonte, 14057, Italia",amenity,conference_centre,0.2001,"evento internazionale incentrato sulla computer grafica, le tecniche interattive, il cinema digitale, l'animazione 2D/3D, i videogiochi e gli effetti visivi. Si tiene ogni anno al Centro Congressi ""Torino Incontra"" durante la stagione autunnale. VIEWFest ."
Cinema Massimo,"Cinema Massimo, Via Montebello, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",amenity,cinema,0.2001,": il Festival del Cinema Digitale organizzato da VIEW Conference, si svolge annualmente al Cinema Massimo. ""Cinema a Palazzo Reale""."
"Palazzo Reale""","Palazzo Reale, Piazza San Giovanni, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.6158699476219386,"il Festival del Cinema Digitale organizzato da VIEW Conference, si svolge annualmente al Cinema Massimo. ""Cinema a Palazzo Reale"". Arena estiva dedicata ai classici del cinema che si svolge ogni anno, dal 2012, nel Cortile d'Onore di Palazzo Reale."
Duomo di Torino,"Duomo, Via Venti Settembre, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,bar,0.22010000000000002,"Arena estiva dedicata ai classici del cinema che si svolge ogni anno, dal 2012, nel Cortile d'Onore di Palazzo Reale. Ostensione della Sindone del 1998 per celebrare il centenario della prima fotografia della reliquia e il cinquecentenario del Duomo di Torino. Ostensione della Sindone del 2000 per festeggiare l'anno Giubilare del Millennio."
Alessandria d'Egitto,"الإسكندرية, 21519, مصر",place,city,0.6615005182813428,"Torino Capitale Mondiale del Libro: dopo Alessandria d'Egitto, Madrid, Nuova Delhi, Anversa e Montréal, l'UNESCO ha conferito a Torino, in collaborazione con Roma, il titolo di capitale mondiale del libro per il periodo dal 23 aprile 2006 al 22 aprile 2007. Il riconoscimento ha premiato l'attività di promozione della lettura svolta dalla città attraverso il Salone internazionale del libro."
Copenaghen,"København, Københavns Kommune, Region Hovedstaden, 1357, Danmark",place,city,0.7199038383120139,"Torino 2008 World Design Capital: la città nel 2008 è stata la prima ""capitale mondiale del design"". Il titolo, conferito a Copenaghen dall'ICSID (International Council of Societies of Industrial Design), è stato creato appositamente per la Città di Torino per riconosciuti meriti e competenze presenti sul territorio. Contemporaneamente a tale occasione, dal 30 giugno al 2 luglio, al Lingotto Fiere si è svolto il ""XXIII congresso mondiale degli architetti"", accompagnato dalla mostra ""Architetture sensibili"", inaugurata il 26 luglio nel Castello di Rivara."
Castello di Rivara,"Strada del Castello, Rivara, Torino, Piemonte, 10084, Italia",highway,service,0.285,"Il titolo, conferito a Copenaghen dall'ICSID (International Council of Societies of Industrial Design), è stato creato appositamente per la Città di Torino per riconosciuti meriti e competenze presenti sul territorio. Contemporaneamente a tale occasione, dal 30 giugno al 2 luglio, al Lingotto Fiere si è svolto il ""XXIII congresso mondiale degli architetti"", accompagnato dalla mostra ""Architetture sensibili"", inaugurata il 26 luglio nel Castello di Rivara. European Athletics Indoor Championships 2009 :"
Juventus Stadium,"Allianz Stadium, Via Druento, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia",tourism,attraction,0.5800827747108751,"World Masters Games 2013, manifestazione multisportiva per atleti master (2-11 agosto 2013). Finale della UEFA Europa League 2013-2014 disputatasi allo Juventus Stadium il 14 Maggio 2014 tra il Sevilla Fútbol Club e il Benfica. Ostensione della Sindone del 2015."
Allianz Stadium,"Allianz Stadium, Via Druento, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia",tourism,attraction,0.6800827747108751,"Campionato mondiale di pallavolo maschile 2018, svoltosi nel Settembre 2018, nel quale la terza fase e la fase finale sono state disputate al Palasport Olimpico (PalaAlpitour o PalaIsozaki) di Torino. UEFA Nations League 2020-2021, dove una semifinale e la finale per il terzo e quarto posto sono state giocate all'Allianz Stadium di Torino, rispettivamente il 7 e il 10 Ottobre 2021. Eurovision Song Contest 2022 (10, 12 e 14 Maggio 2022):"
Allianz Stadium,"Allianz Stadium, Via Druento, Continassa, Circoscrizione 5, Torino, Piemonte, 10151, Italia",tourism,attraction,0.6800827747108751,"Grazie alla solida tradizione sportiva della città, Torino dispone di impianti sportivi e di intrattenimento all'avanguardia, parco implementato grazie all'assegnazione della sede ospitante i XX Giochi Olimpici Invernali. Fra le strutture con una capienza superiore ai 10000 posti si citino l'Allianz Stadium, lo stadio Olimpico Grande Torino, il Palasport Olimpico e il PalaTorino; altri impianti con capacità molto vicine a questi numeri sono lo stadio Primo Nebiolo ed il PalaVela."
Centro - Crocetta Circoscrizione II,"Corso Vittorio Emanuele II, San Secondo, Circoscrizione 1, Torino, Piemonte, 10121, Italia",highway,primary,0.3,Circoscrizione I : Centro - Crocetta Circoscrizione II : Santa Rita - Mirafiori Nord - Mirafiori Sud Circoscrizione III :
Mirafiori Nord,"Mirafiori Nord, Circoscrizione 2, Torino, Piemonte, 10137, Italia",place,suburb,0.47500000000000003,Centro - Crocetta Circoscrizione II : Santa Rita - Mirafiori Nord - Mirafiori Sud Circoscrizione III : Borgo San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna Circoscrizione IV :
Borgo San Paolo - Cenisia,"Borgo San Paolo, 49/A, Via San Paolo, Borgo San Paolo, Circoscrizione 3, Torino, Piemonte, 10141, Italia",amenity,pharmacy,0.30010000000000003,Santa Rita - Mirafiori Nord - Mirafiori Sud Circoscrizione III : Borgo San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna Circoscrizione IV : San Donato - Campidoglio - Parella Circoscrizione V :
Strada - Cit Turin,"Anni Azzurri Cit Turin, 19, Via Lorenzo Delleani, Pozzo Strada, Circoscrizione 3, Torino, Piemonte, 10141, Italia",amenity,nursing_home,0.30010000000000003,Santa Rita - Mirafiori Nord - Mirafiori Sud Circoscrizione III : Borgo San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna Circoscrizione IV : San Donato - Campidoglio - Parella Circoscrizione V :
Borgata Lesna,"Borgata Lesna, Circoscrizione 3, Torino, Piemonte, 10142, Italia",place,neighbourhood,0.45,Santa Rita - Mirafiori Nord - Mirafiori Sud Circoscrizione III : Borgo San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna Circoscrizione IV : San Donato - Campidoglio - Parella Circoscrizione V :
San Donato - Campidoglio,"San Donato, Via Luigi Galvani, San Donato, Circoscrizione 4, Torino, Piemonte, 10144, Italia",amenity,pharmacy,0.2001,Borgo San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna Circoscrizione IV : San Donato - Campidoglio - Parella Circoscrizione V : Borgo Vittoria - Madonna di Campagna - Lucento - Borgata Ceronda - Vallette Circoscrizione VI :
Parella Circoscrizione V,"Parella, Via Luigi Pasteur, Circoscrizione 4, Torino, Piemonte, 10993, Italia",leisure,pitch,0.31010000000000004,Borgo San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna Circoscrizione IV : San Donato - Campidoglio - Parella Circoscrizione V : Borgo Vittoria - Madonna di Campagna - Lucento - Borgata Ceronda - Vallette Circoscrizione VI :
Barriera di Milano,"Barriera di Milano, Circoscrizione 6, Torino, Piemonte, 10155, Italia",place,suburb,0.5750000000000001,Borgo Vittoria - Madonna di Campagna - Lucento - Borgata Ceronda - Vallette Circoscrizione VI : Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto Circoscrizione VII : Aurora - Vanchiglia/Vanchiglietta - Sassi - Madonna del Pilone Circoscrizione VIII :
Nizza Millefonti,"Nizza Millefonti, Circoscrizione 8, Torino, Piemonte, 10126, Italia",place,suburb,0.47500000000000003,"Aurora - Vanchiglia/Vanchiglietta - Sassi - Madonna del Pilone Circoscrizione VIII : San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia Torino è il terzo polo economico italiano per Prodotto Interno Lordo. Torino nel 2011 presentava un Pil di 37,6 miliardi di euro e un debito comunale di 3,2 miliardi di euro, rendendolo il secondo comune più indebitato d'Italia dopo Milano e quello con il maggiore indebitamento procapite."
Ingegneria,"Ingegneria, Via Adolfo Ferrata, Cravino, Pavia, Lombardia, 27100, Italia",building,university,0.11010000000000002,"Considerata una delle capitali europee dell'automobile, a Torino e cintura sono presenti alcune delle più importanti aziende del settore: FIAT, Comau, Teksid, Magneti Marelli, Italdesign Giugiaro, Pininfarina, Iveco. Il forte radicamento del settore automobilistico nel territorio è favorito anche da un sistema universitario con percorsi di studio esclusivi a livello nazionale (il Politecnico di Torino è l'unico in Italia ad avere un corso di laurea in Ingegneria dell'autoveicolo) e la presenza di importanti università di design come l'IED e l'IAAD. In territorio torinese ci sono centri direzionali e stabilimenti produttivi di CNH Industrial, operante nel settore dei capital goods e tra i principali leader del settore e di Fiat Chrysler Automobiles dove Torino è diventata nodale per la crescita di Maserati:"
